"latitude","longitude","chargerName","date","vehicle","rating"
"38.251625","-85.643013","Jeff Wyler Nissan","2018-09-08T15:25:36Z","Honda Clarity Plug-In Hybrid","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2018-07-26T19:28:48Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2018-05-11T19:42:57Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2018-05-11T19:42:25Z","Nissan LEAF","0"
"38.251625","-85.643013","Jeff Wyler Nissan","2018-03-10T14:36:25Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2018-01-23T12:51:56Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2017-12-27T14:06:18Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2017-12-01T13:03:54Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2017-10-24T14:31:34Z","Chevrolet Volt","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2017-09-04T23:41:10Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2017-06-25T13:46:51Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2017-06-08T22:17:49Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2017-03-28T21:29:42Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2017-03-15T15:24:16Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2017-03-09T22:09:09Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2017-02-26T22:45:53Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2017-02-23T21:53:00Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2017-02-22T21:39:42Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2017-01-08T22:36:28Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2016-11-29T16:00:26Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2016-11-27T00:33:18Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2016-11-17T22:23:55Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2016-11-13T14:30:31Z","Tesla Model X","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2016-11-06T01:56:35Z","Nissan LEAF 2016","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2016-10-27T16:58:58Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2016-10-24T21:35:07Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2016-10-02T13:01:42Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2016-08-26T15:00:29Z","Nissan LEAF","-1"
"38.251625","-85.643013","Jeff Wyler Nissan","2016-07-10T14:36:40Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2016-06-13T21:35:45Z","Ford C-MAX Energi","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2016-05-17T14:55:37Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2016-05-15T17:32:26Z","Ford Fusion Energi","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2016-04-29T14:10:20Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2016-04-17T21:19:21Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2016-04-08T20:51:23Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2016-03-29T13:59:46Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2016-03-20T13:31:57Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2015-11-16T18:17:37Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2015-10-18T16:35:37Z","undefined","0"
"38.251625","-85.643013","Jeff Wyler Nissan","2015-10-18T14:16:15Z","undefined","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2015-10-17T21:29:30Z","undefined","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2015-09-12T11:29:18Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2015-04-18T20:38:57Z","Tesla Model S","0"
"38.251625","-85.643013","Jeff Wyler Nissan","2015-03-30T14:53:06Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2015-03-29T17:52:58Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2014-12-03T21:59:59Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2014-11-29T17:35:55Z","undefined","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2014-11-23T22:18:10Z","Nissan LEAF","0"
"38.251625","-85.643013","Jeff Wyler Nissan","2014-11-23T22:15:31Z","Nissan LEAF","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2014-11-23T21:51:54Z","Nissan LEAF","0"
"38.251625","-85.643013","Jeff Wyler Nissan","2013-11-28T00:59:30Z","undefined","1"
"38.251625","-85.643013","Jeff Wyler Nissan","2013-05-13T16:49:29Z","undefined","1"
"38.190327","-85.808846","Byerly Nissan","2018-10-07T12:49:10Z","Mitsubishi i-MiEV","-1"
"38.190327","-85.808846","Byerly Nissan","2017-10-04T16:03:19Z","Nissan LEAF","0"
"38.190327","-85.808846","Byerly Nissan","2013-05-06T13:06:58Z","undefined","-1"
"38.185618","-85.642285","Collins Nissan","2019-08-14T19:09:45Z","Tesla Model 3","1"
"38.185618","-85.642285","Collins Nissan","2019-07-26T20:30:10Z","Nissan LEAF","1"
"38.185618","-85.642285","Collins Nissan","2019-07-25T17:24:58Z","Nissan LEAF","1"
"38.185618","-85.642285","Collins Nissan","2018-09-09T15:11:36Z","Ford Focus Electric","1"
"38.185618","-85.642285","Collins Nissan","2018-09-08T19:09:37Z","Ford Focus Electric","1"
"38.185618","-85.642285","Collins Nissan","2018-08-25T17:30:37Z","Ford Focus Electric","1"
"38.185618","-85.642285","Collins Nissan","2018-05-19T23:07:51Z","Nissan LEAF","1"
"38.185618","-85.642285","Collins Nissan","2018-04-17T15:48:25Z","Nissan LEAF","1"
"38.185618","-85.642285","Collins Nissan","2018-04-16T21:30:39Z","Nissan LEAF","1"
"38.185618","-85.642285","Collins Nissan","2018-03-10T21:11:54Z","Ford Focus Electric","-1"
"38.185618","-85.642285","Collins Nissan","2018-02-15T15:40:05Z","e-Golf","-1"
"38.185618","-85.642285","Collins Nissan","2018-01-13T19:37:12Z","Ford Focus Electric","1"
"38.185618","-85.642285","Collins Nissan","2017-03-03T01:32:52Z","Chevrolet Volt","1"
"38.185618","-85.642285","Collins Nissan","2016-11-29T19:48:24Z","Nissan LEAF","1"
"38.185618","-85.642285","Collins Nissan","2016-11-05T21:04:07Z","Nissan LEAF 2016","-1"
"38.185618","-85.642285","Collins Nissan","2016-09-02T16:51:14Z","Nissan LEAF","1"
"38.185618","-85.642285","Collins Nissan","2016-07-16T22:10:17Z","Nissan LEAF","1"
"38.185618","-85.642285","Collins Nissan","2016-06-11T23:18:09Z","Nissan LEAF","1"
"38.185618","-85.642285","Collins Nissan","2016-05-14T21:09:23Z","Nissan LEAF","1"
"38.185618","-85.642285","Collins Nissan","2016-05-13T14:09:51Z","Nissan LEAF","1"
"38.185618","-85.642285","Collins Nissan","2016-04-14T15:08:39Z","Nissan LEAF","1"
"38.185618","-85.642285","Collins Nissan","2016-04-07T16:20:35Z","Nissan LEAF","1"
"38.185618","-85.642285","Collins Nissan","2016-01-13T17:55:11Z","Nissan LEAF","1"
"38.185618","-85.642285","Collins Nissan","2016-01-12T20:05:18Z","Nissan LEAF","1"
"38.185618","-85.642285","Collins Nissan","2015-09-12T22:28:25Z","Nissan LEAF","1"
"38.185618","-85.642285","Collins Nissan","2015-09-02T11:40:12Z","Nissan LEAF","1"
"38.185618","-85.642285","Collins Nissan","2015-06-23T15:11:31Z","Nissan LEAF","1"
"38.185618","-85.642285","Collins Nissan","2015-06-06T20:45:42Z","Nissan LEAF","1"
"38.185618","-85.642285","Collins Nissan","2015-04-02T16:53:45Z","undefined","1"
"38.185618","-85.642285","Collins Nissan","2015-03-03T15:22:34Z","Nissan LEAF","1"
"38.185618","-85.642285","Collins Nissan","2014-11-23T18:45:08Z","undefined","0"
"38.185618","-85.642285","Collins Nissan","2014-07-01T02:34:54Z","undefined","0"
"38.185618","-85.642285","Collins Nissan","2013-12-30T03:14:21Z","Tesla Model S","0"
"38.187408","-85.644287","Bob Hook Chevrolet","2016-12-08T04:25:53Z","Chevrolet Volt","1"
"38.187408","-85.644287","Bob Hook Chevrolet","2016-11-05T21:13:29Z","Nissan LEAF 2016","1"
"38.187408","-85.644287","Bob Hook Chevrolet","2016-09-02T19:04:36Z","Nissan LEAF","1"
"38.187408","-85.644287","Bob Hook Chevrolet","2016-05-30T02:12:59Z","Chevrolet Volt","1"
"38.187408","-85.644287","Bob Hook Chevrolet","2016-05-30T01:26:16Z","Chevrolet Volt","1"
"38.187408","-85.644287","Bob Hook Chevrolet","2013-12-29T20:45:48Z","Tesla Model S","1"
"38.37949","-85.431152","Tri-County Ford","2019-05-12T01:37:20Z","Chevrolet Spark EV","1"
"38.37949","-85.431152","Tri-County Ford","2019-04-13T21:03:54Z","Nissan LEAF","1"
"38.37949","-85.431152","Tri-County Ford","2018-12-04T22:29:42Z","Nissan LEAF","1"
"38.37949","-85.431152","Tri-County Ford","2018-11-24T01:19:07Z","Chevrolet Bolt EV","1"
"38.37949","-85.431152","Tri-County Ford","2018-06-27T15:55:22Z","Nissan LEAF","1"
"38.37949","-85.431152","Tri-County Ford","2018-06-27T14:50:55Z","Nissan LEAF","1"
"38.37949","-85.431152","Tri-County Ford","2018-06-17T15:23:49Z","Nissan LEAF","1"
"38.37949","-85.431152","Tri-County Ford","2018-02-18T19:53:05Z","Nissan LEAF","1"
"38.37949","-85.431152","Tri-County Ford","2017-10-05T16:40:42Z","Zero SR","1"
"38.37949","-85.431152","Tri-County Ford","2017-04-29T01:40:11Z","Nissan LEAF","1"
"38.37949","-85.431152","Tri-County Ford","2016-11-13T16:24:32Z","Nissan LEAF","1"
"38.37949","-85.431152","Tri-County Ford","2016-07-06T14:58:41Z","Nissan LEAF","1"
"38.37949","-85.431152","Tri-County Ford","2016-05-22T19:12:01Z","Nissan LEAF","1"
"38.37949","-85.431152","Tri-County Ford","2015-09-26T11:35:17Z","Ford Fusion Energi","1"
"38.37949","-85.431152","Tri-County Ford","2015-07-02T02:02:01Z","Other","1"
"38.37949","-85.431152","Tri-County Ford","2015-03-07T23:20:17Z","Ford Fusion Energi","1"
"38.37949","-85.431152","Tri-County Ford","2014-12-27T17:04:31Z","Smart ED","0"
"38.37949","-85.431152","Tri-County Ford","2014-12-27T17:02:13Z","Smart ED","1"
"38.37949","-85.431152","Tri-County Ford","2014-07-06T21:20:33Z","Ford Fusion Energi","1"
"38.37949","-85.431152","Tri-County Ford","2014-03-22T08:40:51Z","Other","1"
"38.37949","-85.431152","Tri-County Ford","2014-01-04T14:22:50Z","Ford Fusion Energi","1"
"38.159443","-85.658501","DMB Transport","2019-06-07T04:58:08Z","Chevrolet Volt Gen2","1"
"38.159443","-85.658501","DMB Transport","2016-11-10T21:49:52Z","Smart ED","1"
"38.159443","-85.658501","DMB Transport","2015-04-10T15:23:26Z","Nissan LEAF","1"
"38.159443","-85.658501","DMB Transport","2014-06-20T18:41:04Z","Tesla Model S","1"
"38.159443","-85.658501","DMB Transport","2014-04-10T19:53:07Z","Ford Fusion Energi","1"
"38.159443","-85.658501","DMB Transport","2014-04-03T19:49:29Z","Nissan LEAF","1"
"38.159443","-85.658501","DMB Transport","2014-03-13T03:55:31Z","undefined","1"
"38.216698","-85.579857","Sam Swope BMW","2019-03-06T20:32:24Z","Nissan LEAF","1"
"38.216698","-85.579857","Sam Swope BMW","2018-10-14T15:30:27Z","Chevrolet Bolt EV","1"
"38.216698","-85.579857","Sam Swope BMW","2018-09-28T19:57:41Z","Nissan LEAF","1"
"38.216698","-85.579857","Sam Swope BMW","2018-08-18T23:38:48Z","Tesla Model 3","1"
"38.216698","-85.579857","Sam Swope BMW","2017-09-12T15:21:28Z","BMW i3","1"
"38.216698","-85.579857","Sam Swope BMW","2015-12-20T20:52:23Z","Chevrolet Volt","-1"
"38.216698","-85.579857","Sam Swope BMW","2015-07-05T16:25:20Z","Tesla Model S","1"
"38.216698","-85.579857","Sam Swope BMW","2015-02-07T01:57:44Z","Ford Fusion Energi","0"
"38.216698","-85.579857","Sam Swope BMW","2015-02-06T21:31:33Z","Nissan LEAF","1"
"38.216698","-85.579857","Sam Swope BMW","2015-01-24T07:06:10Z","undefined","1"
"38.216698","-85.579857","Sam Swope BMW","2015-01-21T20:59:28Z","Nissan LEAF","0"
"38.216698","-85.579857","Sam Swope BMW","2014-09-02T15:34:15Z","undefined","1"
"38.216698","-85.579857","Sam Swope BMW","2014-08-29T11:04:08Z","undefined","1"
"38.216698","-85.579857","Sam Swope BMW","2014-08-19T13:20:58Z","Ford Fusion Energi","0"
"38.216698","-85.579857","Sam Swope BMW","2014-06-16T04:50:58Z","undefined","1"
"38.216698","-85.579857","Sam Swope BMW","2014-06-09T21:07:32Z","Ford Fusion Energi","1"
"38.185844","-85.741646","Louisville International Airport","2017-06-03T14:45:48Z","Nissan LEAF","0"
"38.185844","-85.741646","Louisville International Airport","2014-07-17T00:52:51Z","Ford Fusion Energi","1"
"38.185177","-85.639343","Bill Collins Ford","2019-08-04T16:50:03Z","Ford Focus Electric","1"
"38.185177","-85.639343","Bill Collins Ford","2019-02-28T22:23:07Z","Ford Focus Electric","1"
"38.185177","-85.639343","Bill Collins Ford","2018-11-23T20:32:38Z","Ford Focus Electric","1"
"38.185177","-85.639343","Bill Collins Ford","2018-11-23T15:46:11Z","Ford Focus Electric","1"
"38.185177","-85.639343","Bill Collins Ford","2018-11-22T14:26:52Z","Ford Focus Electric","1"
"38.185177","-85.639343","Bill Collins Ford","2018-10-20T16:00:47Z","Ford Focus Electric","1"
"38.185177","-85.639343","Bill Collins Ford","2018-09-28T19:21:39Z","Ford Focus Electric","1"
"38.185177","-85.639343","Bill Collins Ford","2018-09-16T14:11:45Z","Ford Focus Electric","1"
"38.185177","-85.639343","Bill Collins Ford","2018-02-15T15:40:45Z","e-Golf","-1"
"38.185177","-85.639343","Bill Collins Ford","2016-09-17T22:13:52Z","Nissan LEAF","1"
"38.185177","-85.639343","Bill Collins Ford","2015-11-16T01:04:42Z","Nissan LEAF","1"
"38.185177","-85.639343","Bill Collins Ford","2015-11-15T21:50:40Z","Nissan LEAF","1"
"38.185177","-85.639343","Bill Collins Ford","2015-02-08T18:36:57Z","Other","0"
"38.185177","-85.639343","Bill Collins Ford","2014-11-23T19:16:01Z","Nissan LEAF","-1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-08-25T21:02:09Z","Tesla Model X","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-08-18T14:14:51Z","Niro Plug-In Hybrid","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-08-07T16:48:24Z","Zero DS","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-08-04T19:01:20Z","Chevrolet Bolt EV","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-08-04T17:23:59Z","Chevrolet Bolt EV","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-08-02T19:56:32Z","Zero DS","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-07-29T12:32:47Z","Nissan LEAF","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-07-27T18:10:44Z","Zero DS","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-07-27T15:05:34Z","Tesla Model S","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-07-27T14:05:05Z","Tesla Model X","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-07-25T15:42:47Z","Ford Fusion Energi","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-07-25T14:54:55Z","undefined","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-07-20T15:16:13Z","Chrysler Pacifica Hybrid","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-07-18T22:08:08Z","Chevrolet Volt","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-07-18T15:45:04Z","Volvo XC60 T8 Inscription eAWD Plug-in Hybrid","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-07-15T14:13:30Z","Tesla Model 3","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-07-11T13:57:10Z","Zero DS","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-07-09T14:23:19Z","Chrysler Pacifica Hybrid","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-07-07T22:18:39Z","Tesla Model S","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-06-23T19:18:46Z","Chrysler Pacifica Hybrid","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-06-23T15:01:57Z","Honda Clarity Plug-In Hybrid","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-06-22T16:46:25Z","Nissan LEAF","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-06-21T14:32:24Z","Tesla Model 3","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-06-16T16:44:40Z","undefined","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-06-16T16:24:13Z","Chrysler Pacifica Hybrid","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-06-16T15:05:01Z","Chrysler Pacifica Hybrid","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-06-15T13:17:20Z","Ford Fusion Energi","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-06-15T11:36:30Z","Ford Fusion Energi","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-06-10T15:29:28Z","Tesla Model 3","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-06-08T19:37:40Z","Zero DS","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-06-02T14:23:38Z","Tesla Model 3","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-06-01T17:33:30Z","Chrysler Pacifica Hybrid","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-06-01T15:26:40Z","Chevrolet Volt Gen2","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-05-27T13:13:59Z","Chevrolet Volt","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-05-12T15:28:21Z","Tesla Model 3","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-05-08T14:13:27Z","Zero DS","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-05-07T14:58:05Z","Zero DS","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-05-05T18:37:44Z","BMW i3","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-04-22T22:05:22Z","Chevrolet Volt","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-04-22T20:06:27Z","Chevrolet Volt","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-04-22T18:53:42Z","undefined","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-04-21T21:52:17Z","Nissan LEAF 2016","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-04-19T19:33:07Z","Tesla Model 3","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-04-17T17:21:34Z","Zero DS","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-04-17T16:54:40Z","Chevrolet Bolt EV","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-04-10T19:09:47Z","Chevrolet Volt","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-04-08T17:11:04Z","Other","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-04-03T20:39:37Z","Nissan LEAF","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-04-02T20:24:44Z","Tesla Model S","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-03-30T14:45:07Z","Nissan LEAF","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-03-23T19:54:18Z","Nissan LEAF","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-03-23T19:34:06Z","Chrysler Pacifica Hybrid","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-03-23T18:19:12Z","Chevrolet Volt","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-03-23T17:22:30Z","Chrysler Pacifica Hybrid","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-03-17T19:05:44Z","Nissan LEAF","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-03-16T18:40:01Z","Nissan LEAF","0"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-03-16T16:55:58Z","Chrysler Pacifica Hybrid","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-03-10T18:19:30Z","undefined","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-03-10T16:41:10Z","undefined","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-02-23T21:49:02Z","BMW i3","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2019-02-03T18:16:04Z","Nissan LEAF 2018","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-12-08T15:28:37Z","Chevrolet Bolt EV","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-11-10T21:04:35Z","Tesla Model S","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-11-07T15:24:17Z","Chrysler Pacifica Hybrid","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-11-03T20:10:58Z","Nissan LEAF","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-11-03T19:59:06Z","Nissan LEAF 2016","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-10-27T16:04:32Z","Chevrolet Volt","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-10-27T14:38:33Z","Nissan LEAF","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-10-20T16:58:52Z","Nissan LEAF","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-10-17T08:22:21Z","Nissan LEAF 2016","-1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-10-06T13:47:19Z","Nissan LEAF","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-09-30T14:43:55Z","Chrysler Pacifica Hybrid","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-09-29T14:44:05Z","Chrysler Pacifica Hybrid","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-09-19T16:23:49Z","Tesla Model S","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-09-19T15:56:42Z","Nissan LEAF","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-09-16T16:14:18Z","Prius Plug-In Hybrid","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-09-15T12:49:43Z","Nissan LEAF","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-09-05T17:57:40Z","Nissan LEAF","0"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-09-05T14:03:35Z","Honda Clarity Plug-In Hybrid","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-08-29T15:25:50Z","Honda Clarity Plug-In Hybrid","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-08-25T14:35:42Z","Nissan LEAF","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-08-19T12:17:39Z","BMW 530e","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-08-12T16:39:50Z","Nissan LEAF","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-08-08T22:25:11Z","Tesla Model S","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-07-26T23:27:46Z","undefined","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-07-24T19:23:42Z","Chevrolet Volt Gen2","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-07-23T16:13:17Z","BMW i3","1"
"37.918591","-85.658989","Bernheim Arboretum & Research Forest","2018-07-19T15:39:43Z","Fiat 500e","1"
